row_index,split_for,cgpa_class,sgpa_class
998,sgpa_experiment_A,C2,C2
815,sgpa_experiment_A,C2,C2
325,sgpa_experiment_A,C1,C1
231,sgpa_experiment_A,C2,C2
624,sgpa_experiment_A,C0,C3
341,sgpa_experiment_A,C1,C1
59,sgpa_experiment_A,C2,C2
829,sgpa_experiment_A,C0,C3
945,sgpa_experiment_A,C3,C3
67,sgpa_experiment_A,C2,C2
1011,sgpa_experiment_A,C3,C3
88,sgpa_experiment_A,C1,C1
292,sgpa_experiment_A,C1,C0
657,sgpa_experiment_A,C1,C3
785,sgpa_experiment_A,C0,C0
607,sgpa_experiment_A,C3,C3
505,sgpa_experiment_A,C2,C2
366,sgpa_experiment_A,C0,C0
125,sgpa_experiment_A,C1,C1
919,sgpa_experiment_A,C1,C1
640,sgpa_experiment_A,C1,C3
155,sgpa_experiment_A,C2,C1
95,sgpa_experiment_A,C2,C2
487,sgpa_experiment_A,C0,C1
887,sgpa_experiment_A,C2,C1
613,sgpa_experiment_A,C0,C3
236,sgpa_experiment_A,C2,C2
313,sgpa_experiment_A,C1,C1
789,sgpa_experiment_A,C3,C1
54,sgpa_experiment_A,C2,C2
126,sgpa_experiment_A,C0,C2
258,sgpa_experiment_A,C3,C3
837,sgpa_experiment_A,C2,C2
650,sgpa_experiment_A,C2,C1
857,sgpa_experiment_A,C1,C1
1032,sgpa_experiment_A,C1,C3
339,sgpa_experiment_A,C2,C1
150,sgpa_experiment_A,C2,C1
50,sgpa_experiment_A,C0,C0
703,sgpa_experiment_A,C0,C1
732,sgpa_experiment_A,C0,C2
614,sgpa_experiment_A,C3,C2
749,sgpa_experiment_A,C3,C1
710,sgpa_experiment_A,C3,C2
337,sgpa_experiment_A,C2,C2
62,sgpa_experiment_A,C3,C3
605,sgpa_experiment_A,C0,C1
1084,sgpa_experiment_A,C3,C3
468,sgpa_experiment_A,C1,C2
406,sgpa_experiment_A,C2,C2
375,sgpa_experiment_A,C1,C2
306,sgpa_experiment_A,C2,C2
163,sgpa_experiment_A,C3,C3
748,sgpa_experiment_A,C1,C0
557,sgpa_experiment_A,C0,C0
386,sgpa_experiment_A,C1,C2
553,sgpa_experiment_A,C3,C3
1024,sgpa_experiment_A,C0,C0
873,sgpa_experiment_A,C0,C0
34,sgpa_experiment_A,C0,C0
489,sgpa_experiment_A,C0,C3
666,sgpa_experiment_A,C1,C1
277,sgpa_experiment_A,C1,C2
433,sgpa_experiment_A,C1,C3
15,sgpa_experiment_A,C2,C1
939,sgpa_experiment_A,C1,C1
645,sgpa_experiment_A,C1,C1
204,sgpa_experiment_A,C2,C3
591,sgpa_experiment_A,C2,C2
63,sgpa_experiment_A,C3,C3
813,sgpa_experiment_A,C3,C2
271,sgpa_experiment_A,C1,C1
343,sgpa_experiment_A,C2,C3
890,sgpa_experiment_A,C1,C1
124,sgpa_experiment_A,C2,C0
685,sgpa_experiment_A,C0,C2
686,sgpa_experiment_A,C3,C0
480,sgpa_experiment_A,C3,C3
432,sgpa_experiment_A,C2,C0
49,sgpa_experiment_A,C1,C2
239,sgpa_experiment_A,C3,C2
400,sgpa_experiment_A,C1,C3
609,sgpa_experiment_A,C0,C0
350,sgpa_experiment_A,C1,C2
746,sgpa_experiment_A,C2,C3
670,sgpa_experiment_A,C1,C1
989,sgpa_experiment_A,C1,C1
821,sgpa_experiment_A,C1,C2
896,sgpa_experiment_A,C2,C0
863,sgpa_experiment_A,C1,C1
868,sgpa_experiment_A,C1,C1
886,sgpa_experiment_A,C3,C3
209,sgpa_experiment_A,C0,C0
743,sgpa_experiment_A,C3,C2
26,sgpa_experiment_A,C1,C2
221,sgpa_experiment_A,C0,C3
464,sgpa_experiment_A,C0,C2
235,sgpa_experiment_A,C0,C0
280,sgpa_experiment_A,C0,C1
323,sgpa_experiment_A,C3,C2
765,sgpa_experiment_A,C0,C0
772,sgpa_experiment_A,C1,C2
31,sgpa_experiment_A,C3,C3
467,sgpa_experiment_A,C1,C0
526,sgpa_experiment_A,C1,C0
767,sgpa_experiment_A,C0,C3
96,sgpa_experiment_A,C2,C2
40,sgpa_experiment_A,C1,C0
982,sgpa_experiment_A,C0,C0
885,sgpa_experiment_A,C3,C3
610,sgpa_experiment_A,C0,C3
763,sgpa_experiment_A,C1,C0
338,sgpa_experiment_A,C1,C1
237,sgpa_experiment_A,C3,C3
32,sgpa_experiment_A,C3,C3
423,sgpa_experiment_A,C2,C0
61,sgpa_experiment_A,C3,C3
595,sgpa_experiment_A,C2,C2
483,sgpa_experiment_A,C2,C0
827,sgpa_experiment_A,C0,C3
165,sgpa_experiment_A,C1,C2
336,sgpa_experiment_A,C1,C1
274,sgpa_experiment_A,C2,C2
818,sgpa_experiment_A,C3,C3
652,sgpa_experiment_A,C3,C3
344,sgpa_experiment_A,C2,C2
1053,sgpa_experiment_A,C3,C3
737,sgpa_experiment_A,C1,C3
110,sgpa_experiment_A,C1,C1
353,sgpa_experiment_A,C0,C1
396,sgpa_experiment_A,C3,C0
724,sgpa_experiment_A,C3,C1
551,sgpa_experiment_A,C2,C3
421,sgpa_experiment_A,C0,C0
347,sgpa_experiment_A,C0,C1
940,sgpa_experiment_A,C1,C1
971,sgpa_experiment_A,C0,C0
1000,sgpa_experiment_A,C3,C3
301,sgpa_experiment_A,C1,C2
57,sgpa_experiment_A,C3,C3
415,sgpa_experiment_A,C1,C3
758,sgpa_experiment_A,C0,C0
1047,sgpa_experiment_A,C3,C3
878,sgpa_experiment_A,C3,C3
470,sgpa_experiment_A,C0,C1
709,sgpa_experiment_A,C1,C3
678,sgpa_experiment_A,C2,C0
548,sgpa_experiment_A,C3,C2
334,sgpa_experiment_A,C2,C2
75,sgpa_experiment_A,C2,C2
107,sgpa_experiment_A,C3,C3
172,sgpa_experiment_A,C2,C1
409,sgpa_experiment_A,C3,C2
549,sgpa_experiment_A,C2,C1
380,sgpa_experiment_A,C1,C3
425,sgpa_experiment_A,C3,C0
563,sgpa_experiment_A,C3,C2
73,sgpa_experiment_A,C1,C1
449,sgpa_experiment_A,C1,C0
1091,sgpa_experiment_A,C1,C3
944,sgpa_experiment_A,C2,C2
499,sgpa_experiment_A,C1,C2
604,sgpa_experiment_A,C0,C2
1006,sgpa_experiment_A,C2,C3
192,sgpa_experiment_A,C1,C0
105,sgpa_experiment_A,C3,C0
671,sgpa_experiment_A,C1,C0
739,sgpa_experiment_A,C3,C0
257,sgpa_experiment_A,C2,C3
736,sgpa_experiment_A,C0,C0
147,sgpa_experiment_A,C3,C3
618,sgpa_experiment_A,C1,C0
799,sgpa_experiment_A,C1,C3
455,sgpa_experiment_A,C3,C2
577,sgpa_experiment_A,C2,C0
153,sgpa_experiment_A,C0,C3
1061,sgpa_experiment_A,C1,C2
363,sgpa_experiment_A,C2,C3
55,sgpa_experiment_A,C1,C0
597,sgpa_experiment_A,C1,C2
475,sgpa_experiment_A,C0,C1
808,sgpa_experiment_A,C1,C1
72,sgpa_experiment_A,C2,C1
966,sgpa_experiment_A,C1,C1
340,sgpa_experiment_A,C1,C1
834,sgpa_experiment_A,C2,C1
286,sgpa_experiment_A,C3,C2
186,sgpa_experiment_A,C2,C2
272,sgpa_experiment_A,C1,C2
942,sgpa_experiment_A,C1,C1
706,sgpa_experiment_A,C3,C0
43,sgpa_experiment_A,C0,C0
148,sgpa_experiment_A,C0,C0
656,sgpa_experiment_A,C3,C2
925,sgpa_experiment_A,C0,C0
1007,sgpa_experiment_A,C1,C2
719,sgpa_experiment_A,C1,C1
1074,sgpa_experiment_A,C0,C1
250,sgpa_experiment_A,C1,C2
729,sgpa_experiment_A,C1,C3
786,sgpa_experiment_A,C1,C0
196,sgpa_experiment_A,C0,C1
431,sgpa_experiment_A,C3,C1
1097,sgpa_experiment_A,C1,C1
227,sgpa_experiment_A,C2,C2
48,sgpa_experiment_A,C3,C3
281,sgpa_experiment_A,C0,C0
751,sgpa_experiment_A,C1,C2
318,sgpa_experiment_A,C3,C3
839,sgpa_experiment_A,C2,C2
957,sgpa_experiment_A,C2,C2
668,sgpa_experiment_A,C2,C0
324,sgpa_experiment_A,C2,C3
132,sgpa_experiment_A,C2,C3
972,sgpa_experiment_A,C2,C2
698,sgpa_experiment_A,C1,C1
156,sgpa_experiment_A,C0,C2
115,sgpa_experiment_A,C0,C0
138,sgpa_experiment_A,C1,C0
149,sgpa_experiment_A,C0,C0
466,sgpa_experiment_A,C0,C3
445,sgpa_experiment_A,C2,C1
1085,sgpa_experiment_A,C0,C0
903,sgpa_experiment_A,C2,C3
145,sgpa_experiment_A,C3,C3
1034,sgpa_experiment_A,C1,C0
688,sgpa_experiment_A,C1,C2
87,sgpa_experiment_A,C2,C2
581,sgpa_experiment_A,C0,C2
114,sgpa_experiment_A,C3,C0
1035,sgpa_experiment_A,C1,C1
697,sgpa_experiment_A,C3,C0
497,sgpa_experiment_A,C1,C0
527,sgpa_experiment_A,C1,C0
776,sgpa_experiment_A,C0,C3
1082,sgpa_experiment_A,C3,C3
1009,sgpa_experiment_A,C3,C3
701,sgpa_experiment_A,C3,C2
328,sgpa_experiment_A,C3,C3
616,sgpa_experiment_A,C3,C2
321,sgpa_experiment_A,C2,C1
824,sgpa_experiment_A,C0,C1
1058,sgpa_experiment_A,C0,C0
1045,sgpa_experiment_A,C1,C1
932,sgpa_experiment_A,C2,C2
520,sgpa_experiment_A,C0,C3
478,sgpa_experiment_A,C2,C0
74,sgpa_experiment_A,C1,C1
441,sgpa_experiment_A,C2,C1
82,sgpa_experiment_A,C1,C0
947,sgpa_experiment_A,C3,C3
715,sgpa_experiment_A,C3,C3
158,sgpa_experiment_A,C3,C0
1037,sgpa_experiment_A,C0,C1
648,sgpa_experiment_A,C2,C0
872,sgpa_experiment_A,C2,C2
537,sgpa_experiment_A,C1,C2
552,sgpa_experiment_A,C1,C0
811,sgpa_experiment_A,C3,C1
702,sgpa_experiment_A,C0,C2
356,sgpa_experiment_A,C3,C3
752,sgpa_experiment_A,C2,C1
744,sgpa_experiment_A,C1,C0
444,sgpa_experiment_A,C2,C0
5,sgpa_experiment_A,C2,C2
997,sgpa_experiment_A,C2,C1
1070,sgpa_experiment_A,C0,C0
394,sgpa_experiment_A,C3,C3
967,sgpa_experiment_A,C1,C2
570,sgpa_experiment_A,C1,C0
1080,sgpa_experiment_A,C0,C0
408,sgpa_experiment_A,C0,C1
1028,sgpa_experiment_A,C1,C0
1,sgpa_experiment_A,C1,C1
994,sgpa_experiment_A,C1,C2
362,sgpa_experiment_A,C2,C2
228,sgpa_experiment_A,C1,C1
535,sgpa_experiment_A,C1,C3
679,sgpa_experiment_A,C1,C3
352,sgpa_experiment_A,C0,C0
376,sgpa_experiment_A,C2,C1
1099,sgpa_experiment_A,C1,C3
518,sgpa_experiment_A,C3,C2
289,sgpa_experiment_A,C1,C1
486,sgpa_experiment_A,C1,C3
766,sgpa_experiment_A,C2,C3
931,sgpa_experiment_A,C3,C3
1068,sgpa_experiment_A,C1,C1
1029,sgpa_experiment_A,C2,C2
769,sgpa_experiment_A,C2,C1
779,sgpa_experiment_A,C3,C3
986,sgpa_experiment_A,C3,C3
954,sgpa_experiment_A,C2,C2
840,sgpa_experiment_A,C1,C1
513,sgpa_experiment_A,C2,C2
854,sgpa_experiment_A,C0,C0
948,sgpa_experiment_A,C3,C3
458,sgpa_experiment_A,C3,C1
77,sgpa_experiment_A,C1,C0
683,sgpa_experiment_A,C0,C0
1023,sgpa_experiment_A,C1,C2
168,sgpa_experiment_A,C3,C0
108,sgpa_experiment_A,C3,C3
223,sgpa_experiment_A,C0,C3
558,sgpa_experiment_A,C2,C0
975,sgpa_experiment_A,C1,C1
51,sgpa_experiment_A,C0,C0
202,sgpa_experiment_A,C0,C0
1056,sgpa_experiment_A,C1,C2
416,sgpa_experiment_A,C2,C3
905,sgpa_experiment_A,C3,C0
922,sgpa_experiment_A,C0,C0
427,sgpa_experiment_A,C0,C3
573,sgpa_experiment_A,C3,C3
229,sgpa_experiment_A,C0,C0
262,sgpa_experiment_A,C2,C3
514,sgpa_experiment_A,C3,C2
214,sgpa_experiment_A,C3,C2
900,sgpa_experiment_A,C1,C1
377,sgpa_experiment_A,C1,C1
3,sgpa_experiment_A,C1,C2
84,sgpa_experiment_A,C3,C3
649,sgpa_experiment_A,C3,C1
1105,sgpa_experiment_A,C1,C3
217,sgpa_experiment_A,C0,C0
351,sgpa_experiment_A,C1,C2
1072,sgpa_experiment_A,C3,C2
305,sgpa_experiment_A,C0,C1
875,sgpa_experiment_A,C2,C2
968,sgpa_experiment_A,C1,C3
322,sgpa_experiment_A,C3,C3
139,sgpa_experiment_A,C0,C0
845,sgpa_experiment_A,C1,C1
308,sgpa_experiment_A,C2,C2
333,sgpa_experiment_A,C2,C1
634,sgpa_experiment_A,C1,C0
210,sgpa_experiment_A,C0,C1
412,sgpa_experiment_A,C0,C2
867,sgpa_experiment_A,C3,C3
970,sgpa_experiment_A,C1,C1
38,sgpa_experiment_A,C1,C2
447,sgpa_experiment_A,C2,C3
379,sgpa_experiment_A,C2,C0
395,sgpa_experiment_A,C2,C3
99,sgpa_experiment_A,C1,C0
555,sgpa_experiment_A,C1,C1
1075,sgpa_experiment_A,C2,C2
928,sgpa_experiment_A,C2,C3
264,sgpa_experiment_A,C1,C1
303,sgpa_experiment_A,C3,C2
661,sgpa_experiment_A,C0,C3
81,sgpa_experiment_A,C3,C3
700,sgpa_experiment_A,C1,C1
10,sgpa_experiment_A,C2,C3
865,sgpa_experiment_A,C3,C3
819,sgpa_experiment_A,C0,C1
909,sgpa_experiment_A,C0,C1
64,sgpa_experiment_A,C2,C2
443,sgpa_experiment_A,C3,C0
720,sgpa_experiment_A,C3,C0
275,sgpa_experiment_A,C1,C1
817,sgpa_experiment_A,C3,C3
222,sgpa_experiment_A,C0,C2
413,sgpa_experiment_A,C0,C0
787,sgpa_experiment_A,C2,C0
708,sgpa_experiment_A,C3,C3
519,sgpa_experiment_A,C2,C3
133,sgpa_experiment_A,C0,C0
79,sgpa_experiment_A,C1,C1
199,sgpa_experiment_A,C1,C1
1052,sgpa_experiment_A,C1,C2
502,sgpa_experiment_A,C1,C3
297,sgpa_experiment_A,C3,C3
164,sgpa_experiment_A,C0,C3
500,sgpa_experiment_A,C2,C2
965,sgpa_experiment_A,C2,C1
727,sgpa_experiment_A,C2,C2
1098,sgpa_experiment_A,C0,C0
205,sgpa_experiment_A,C0,C1
851,sgpa_experiment_A,C1,C1
450,sgpa_experiment_A,C1,C1
371,sgpa_experiment_A,C1,C1
259,sgpa_experiment_A,C1,C1
252,sgpa_experiment_A,C3,C3
496,sgpa_experiment_A,C3,C0
1101,sgpa_experiment_A,C3,C3
753,sgpa_experiment_A,C1,C0
983,sgpa_experiment_A,C3,C2
791,sgpa_experiment_A,C2,C3
248,sgpa_experiment_A,C3,C3
448,sgpa_experiment_A,C2,C1
1078,sgpa_experiment_A,C0,C0
