Timestamp,"What is the name your university?
(তোমার বিশ্ববিদ্যালয়ের নাম কি?)","How satisfied are you with getting admitted into your university?
(তোমার বিশ্ববিদ্যালয়ে ভর্তি হতে পারে তুমি কতটুকু সন্তুষ্ট?)","What is your department?
(তোমার বিভাগ/ডিপার্টমেন্ট কোনটি?)","If your department is not listed above, then write it here:
(তোমার  বিভাগটি যদি উপরে তালিকাভুক্ত না থাকে, তবে সেটি এখানে লিখুন:)","Did you get into your desired subject or department?
(তুমি কি তোমার পছন্দের সাব্জেক্ট/ডিপার্টমেন্টে ভর্তি হতে পেরেছো?)","Which semester are you currently in?
(তুমি বর্তমানে কোন সেমিস্টারে আছো?)","What was your SGPA in the most recently completed semester?
(তোমার বিগত/সদ্য সমাপ্ত সেমিস্টারে SGPA কত ছিল?)","Before that semester, what was your CGPA?
(বিগত সেমিস্টারের আগে তোমার সিজিপিএ (CGPA) কত ছিল?)","How satisfied were you with your latest semester result?
(বিগত সেমিস্টারে ফলাফলে তুমি কতটুকু সন্তুষ্ট?)","How often were you actually present in class?
(তোমার ক্লাসে উপস্থিতি কেমন ছিল?)","Outside class, how much did you usually study per week?
(ক্লাস/লেকচার এর বাইরে , প্রতি সপ্তাহে কতটা পড়ালেখা করতে তুমি?)","Which study style sounds most like you?
(এর মধ্যে কোন ধরনের পড়ার স্টাইল তোমার সাথে মানায়?)","When a class ended, how much of the topic was usually clear to you?
(একটি ক্লাস/লেকচার শেষ হবার পর ওই ক্লাসের পাঠের বিষয় সম্পর্কে তোমার ধারণা কতটুকু পরিষ্কার হতো?)","On a normal night, how much sleep did you get?
(একটি স্বাভাবিক রাতে তুমি কতক্ষণ ঘুমাও?)","How often did stress make it difficult for you to study
(মানসিক চাপের কারণে কত ঘন ঘন  তোমার   পড়াশোনা করতে অসুবিধা হয়েছে?)","How much time did tuition, a job, club activities or other responsibilities take each week?
(টিউশন, চাকরি, ক্লাবের কার্যক্রম বা অন্যান্য দায়িত্বে প্রতি সপ্তাহে তোমার কতটা সময় ব্যয় হতো?)","How often did your phone, gaming, social media, or entertainment steal your planned study time?
( তোমার ফোন, গেমিং, সোশ্যাল মিডিয়া বা বিনোদন কত ঘন ঘন তোমার পরিকল্পিত পড়াশোনার সময় নষ্ট করেছে?)","How study-friendly was the place where you lived? 
(তোমার বাসস্থান কতটা শিক্ষাবান্ধব/শিক্ষার জন্যে উপযোগী ছিল?)","When academic life became difficult, how much support did you receive from family or close friends?  
( শিক্ষাজীবনের কঠিন সময়ে পরিবার থেকে তুমি কতটুকু সাহায্য পেতে?)","Overall, how healthy and manageable was your semester routine?
( সামগ্রিকভাবে, তোমার সেমিস্টারের দৈনন্দিন রুটিন কতটা স্বাস্থ্যকর ও সামলানো সহজ ছিল?)","Do you think this course of study will take you to your dream career?
(তোমার কি মনে ,তোমার এই পাঠ্যক্রম তোমার স্বপ্নের ভবিষ্যৎ/চাকরিজীবনে যেতে সাহায্য করবে?)"
8/26/2026 23:00,BUET,Neutral,,PMRE,Mostly different,6,3.0+,Below,Satisfied,90% or more,3-6 hrs,Mostly consistent routine,A little,6-7 hrs,Almost always,1-5 hrs,Rarely,Mostly suitable,Very little support,Completely unmanageable,Not at all
8/26/2026 23:00,Brac,Very satisfied,Computer Science and Engineering,,"Yes, exactly what I wanted",11,3.2+,3.5+,Neutral,75-89%,Less than 3 hrs,Occasionally when necessary,About half,5-6 hrs,Sometimes,1-5 hrs,Sometimes,Mostly suitable,Strong support,Completely unmanageable,Mostly
8/26/2026 23:03,BUET,Neutral,,ME,Mostly different,5,3.0+,3.0+,Very satisfied,90% or more,11-15 hrs,Regularly but not every day,Almost everything,7-8 hrs,Rarely,None,Often,Very distracting,No support,Average,Somewhat
8/26/2026 23:06,BRAC,Satisfied,Computer Science and Engineering,,"Yes, exactly what I wanted",10,3.2+,3.5+,Dissatisfied,90% or more,7-10 hrs,Occasionally when necessary,Almost everything,6-7 hrs,Sometimes,6-10 hrs,Sometimes,Mostly suitable,Some support,Difficult to manage,Somewhat
8/26/2026 23:13,Brac,Dissatisfied,Computer Science and Engineering,,"Yes, exactly what I wanted",11,3.2+,3.0+,Satisfied,75-89%,7-10 hrs,Regularly but not every day,About half,7-8 hrs,Sometimes,6-10 hrs,Almost every day,Somewhat distracting,Good support,Average,Not at all
8/26/2026 23:19,Brac,Neutral,Computer Science and Engineering,,Somewhat different,10,3.2+,3.2+,Satisfied,90% or more,3-6 hrs,Regularly but not every day,Almost nothing,6-7 hrs,Rarely,6-10 hrs,Often,Excellent for focused study,Very little support,Average,Mostly
8/26/2026 23:25,BRAC,Satisfied,Computer Science and Engineering,,Close to what I wanted,11,3.5+,3.5+,Neutral,75-89%,7-10 hrs,Mostly consistent routine,A little,5-6 hrs,Often,11-15 hrs,Often,Mostly suitable,Very little support,Difficult to manage,Mostly
8/26/2026 23:33,BRAC,Satisfied,Electronics and Communication Engineering,,Close to what I wanted,10,3.2+,3.2+,Satisfied,90% or more,3-6 hrs,Mostly just before exams,Almost nothing,7-8 hrs,Often,None,Often,Mostly suitable,Some support,Average,Somewhat
8/28/2026 1:15,CUET,Neutral,Computer Science and Engineering,,"Yes, exactly what I wanted",7,3.75+,3.5+,Satisfied,75-89%,More than 15 hrs,Mostly consistent routine,Most of it,5-6 hrs,Rarely,None,Rarely,Neither good nor bad,Good support,Average,Somewhat
8/28/2026 1:17,CUET,Satisfied,Computer Science and Engineering,,"Yes, exactly what I wanted",7,3.5+,3.5+,Satisfied,75-89%,More than 15 hrs,Regularly but not every day,Most of it,5-6 hrs,Rarely,11-15 hrs,Rarely,Somewhat distracting,Very little support,Mostly manageable,Somewhat
8/28/2026 1:18,CUET,Neutral,Computer Science and Engineering,,"Yes, exactly what I wanted",7,3.5+,3.5+,Neutral,90% or more,More than 15 hrs,Regularly but not every day,Most of it,6-7 hrs,Rarely,11-15 hrs,Sometimes,Neither good nor bad,Good support,Mostly manageable,Somewhat
8/28/2026 1:21,CUET,Dissatisfied,Biomedical Engineering,,Somewhat different,7,3.2+,3.2+,Dissatisfied,75-89%,11-15 hrs,Mostly just before exams,About half,6-7 hrs,Rarely,None,Sometimes,Mostly suitable,Good support,Mostly manageable,Not at all
8/28/2026 1:53,CUET,Neutral,Biomedical Engineering,,Close to what I wanted,7,3.2+,3.2+,Neutral,60-74%,11-15 hrs,Mostly just before exams,About half,6-7 hrs,Rarely,None,Often,Neither good nor bad,Good support,Average,Somewhat
8/28/2026 1:55,CUET,Neutral,Biomedical Engineering,,Somewhat different,7,3.5+,3.2+,Satisfied,75-89%,More than 15 hrs,Regularly but not every day,Most of it,6-7 hrs,Rarely,6-10 hrs,Sometimes,Mostly suitable,Some support,Mostly manageable,Slightly
8/28/2026 1:56,CUET,Neutral,Biomedical Engineering,,Close to what I wanted,7,3.2+,3.5+,Neutral,75-89%,11-15 hrs,Regularly but not every day,Most of it,6-7 hrs,Rarely,6-10 hrs,Sometimes,Mostly suitable,Some support,Average,Somewhat
8/28/2026 1:58,CUET,Dissatisfied,Biomedical Engineering,,Somewhat different,7,3.5+,3.5+,Neutral,75-89%,More than 15 hrs,Regularly but not every day,About half,6-7 hrs,Sometimes,11-15 hrs,Sometimes,Mostly suitable,Some support,Average,Slightly
8/28/2026 2:01,CUET,Satisfied,Electrical and Electronic Engineering,,"Yes, exactly what I wanted",7,3.5+,3.2+,Satisfied,75-89%,11-15 hrs,Occasionally when necessary,Most of it,6-7 hrs,Sometimes,11-15 hrs,Often,Mostly suitable,Good support,Average,Somewhat
8/28/2026 2:02,CUET,Neutral,Electronics and Communication Engineering,,Close to what I wanted,7,3.5+,3.5+,Satisfied,75-89%,More than 15 hrs,Mostly consistent routine,Most of it,5-6 hrs,Rarely,6-10 hrs,Sometimes,Mostly suitable,Good support,Mostly manageable,Mostly
8/28/2026 2:04,CUET,Neutral,Civil Engineering,,"Yes, exactly what I wanted",7,3.5+,3.2+,Satisfied,60-74%,More than 15 hrs,Regularly but not every day,About half,6-7 hrs,Rarely,6-10 hrs,Sometimes,Neither good nor bad,Good support,Average,Mostly
8/28/2026 2:06,CUET,Satisfied,Electronics and Communication Engineering,,"Yes, exactly what I wanted",7,3.5+,3.5+,Neutral,90% or more,More than 15 hrs,Mostly consistent routine,Most of it,6-7 hrs,Rarely,None,Rarely,Mostly suitable,Good support,Average,Somewhat
8/28/2026 12:14,BUET,Very satisfied,,ChE,Somewhat different,8,3.5+,3.2+,Very satisfied,60-74%,More than 15 hrs,Mostly just before exams,Almost nothing,Less than 5 hrs,Sometimes,11-15 hrs,Often,Very distracting,Good support,Difficult to manage,Not at all
8/28/2026 12:17,BUET,Very satisfied,,Materials and Metallurgical Engineering,"Yes, exactly what I wanted",9,3.75+,3.0+,Dissatisfied,75-89%,More than 15 hrs,Regularly but not every day,Almost everything,7-8 hrs,Often,1-5 hrs,Sometimes,Somewhat distracting,Good support,Difficult to manage,Completely
8/28/2026 12:20,BUET,Very satisfied,,NCE,"Yes, exactly what I wanted",12,Below,3.9+,Satisfied,60-74%,More than 15 hrs,Consistent throughout the semester,Almost everything,6-7 hrs,Almost always,6-10 hrs,Often,Somewhat distracting,Strong support,Average,Not at all
8/28/2026 12:23,BUET,Neutral,,Petroleum and Mineral Resources Engineering,Somewhat different,5,3.0+,3.2+,Neutral,75-89%,More than 15 hrs,Consistent throughout the semester,A little,6-7 hrs,Never,6-10 hrs,Almost every day,Very distracting,No support,Difficult to manage,Not at all
8/28/2026 12:26,BUET,Satisfied,,ME,Not at all what I wanted,2,Below,3.2+,Dissatisfied,75-89%,Less than 3 hrs,Regularly but not every day,Almost everything,6-7 hrs,Almost always,6-10 hrs,Sometimes,Mostly suitable,Some support,Mostly manageable,Not at all
8/28/2026 12:28,BUET,Very satisfied,,Industrial and Production Engineering,Mostly different,1,Below,3.75+,Very dissatisfied,60-74%,More than 15 hrs,Mostly consistent routine,Almost everything,6-7 hrs,Often,None,Almost every day,Mostly suitable,Some support,Difficult to manage,Somewhat
8/28/2026 12:31,BUET,Satisfied,,NAME,Not at all what I wanted,8,3.75+,3.75+,Very dissatisfied,90% or more,More than 15 hrs,Mostly consistent routine,Almost everything,7-8 hrs,Never,1-5 hrs,Never,Somewhat distracting,Very little support,Mostly manageable,Somewhat
8/28/2026 12:34,BUET,Very satisfied,,MIE,Mostly different,8,3.2+,Below,Very dissatisfied,60-74%,More than 15 hrs,Occasionally when necessary,Almost everything,6-7 hrs,Often,1-5 hrs,Almost every day,Mostly suitable,Some support,Mostly manageable,Mostly
8/28/2026 12:36,BUET,Neutral,,EEE,Not at all what I wanted,12,Below,3.5+,Very satisfied,60-74%,Less than 3 hrs,Consistent throughout the semester,Most of it,More than 8 hrs,Never,11-15 hrs,Never,Neither good nor bad,No support,Mostly manageable,Mostly
8/28/2026 12:39,BUET,Very satisfied,Computer Science and Engineering,,Not at all what I wanted,11,3.9+,3.5+,Satisfied,90% or more,7-10 hrs,Mostly just before exams,A little,Less than 5 hrs,Almost always,More than 15 hrs,Rarely,Mostly suitable,Good support,Mostly manageable,Not at all
8/28/2026 12:42,BUET,Satisfied,,BME,Close to what I wanted,2,3.2+,3.2+,Very dissatisfied,90% or more,More than 15 hrs,Mostly consistent routine,Most of it,6-7 hrs,Often,More than 15 hrs,Almost every day,Very distracting,Very little support,Difficult to manage,Completely
8/28/2026 12:45,BUET,Satisfied,Architecture,,Close to what I wanted,4,3.0+,3.75+,Very dissatisfied,60-74%,7-10 hrs,Consistent throughout the semester,Almost everything,7-8 hrs,Often,11-15 hrs,Often,Excellent for focused study,Very little support,Average,Slightly
8/28/2026 12:48,BUET,Satisfied,Urban and Regional Planning,,Close to what I wanted,10,Below,3.0+,Dissatisfied,90% or more,3-6 hrs,Regularly but not every day,Almost everything,6-7 hrs,Rarely,More than 15 hrs,Never,Very distracting,Some support,Very healthy and balanced,Mostly
8/28/2026 12:51,BUET,Satisfied,Civil Engineering,,Not at all what I wanted,4,3.0+,Below,Dissatisfied,90% or more,More than 15 hrs,Mostly just before exams,Most of it,6-7 hrs,Almost always,6-10 hrs,Never,Neither good nor bad,Very little support,Difficult to manage,Slightly
8/28/2026 12:54,BUET,Neutral,,WRE,"Yes, exactly what I wanted",12,3.0+,3.0+,Neutral,90% or more,More than 15 hrs,Occasionally when necessary,Almost nothing,Less than 5 hrs,Almost always,1-5 hrs,Almost every day,Very distracting,Strong support,Mostly manageable,Somewhat
8/28/2026 12:56,BUET,Neutral,,ChE,Not at all what I wanted,5,3.9+,3.5+,Satisfied,90% or more,3-6 hrs,Occasionally when necessary,Almost everything,7-8 hrs,Almost always,None,Often,Somewhat distracting,Some support,Average,Somewhat
8/28/2026 13:00,BUET,Satisfied,,MME,Not at all what I wanted,9,3.2+,Below,Dissatisfied,60-74%,Less than 3 hrs,Mostly consistent routine,About half,5-6 hrs,Rarely,More than 15 hrs,Often,Neither good nor bad,Strong support,Completely unmanageable,Not at all
8/28/2026 13:03,BUET,Very satisfied,,Nanomaterials and Ceramic Engineering,"Yes, exactly what I wanted",3,3.2+,3.5+,Dissatisfied,90% or more,11-15 hrs,Consistent throughout the semester,About half,7-8 hrs,Never,6-10 hrs,Rarely,Somewhat distracting,No support,Average,Mostly
8/28/2026 13:07,BUET,Very satisfied,,Petroleum and Mineral Resources Engineering,Somewhat different,1,3.9+,3.2+,Very dissatisfied,75-89%,3-6 hrs,Mostly consistent routine,A little,7-8 hrs,Never,6-10 hrs,Almost every day,Excellent for focused study,No support,Mostly manageable,Slightly
8/28/2026 13:10,BUET,Neutral,Mechanical Engineering,,Not at all what I wanted,9,3.2+,3.0+,Very satisfied,75-89%,11-15 hrs,Mostly consistent routine,Almost nothing,7-8 hrs,Almost always,None,Rarely,Excellent for focused study,Good support,Average,Somewhat
8/28/2026 13:12,BUET,Very satisfied,,IPE,Mostly different,8,Below,3.0+,Very satisfied,75-89%,More than 15 hrs,Mostly just before exams,Almost nothing,More than 8 hrs,Rarely,More than 15 hrs,Rarely,Neither good nor bad,Good support,Average,Completely
8/28/2026 14:56,BUET,Very satisfied,Mechanical Engineering,,Somewhat different,6,3.2+,Below,Very dissatisfied,90% or more,7-10 hrs,Occasionally when necessary,Almost everything,7-8 hrs,Almost always,1-5 hrs,Rarely,Very distracting,Good support,Difficult to manage,Mostly
8/28/2026 14:59,BUET,Very satisfied,Computer Science and Engineering,,Somewhat different,6,3.2+,Below,Very dissatisfied,90% or more,7-10 hrs,Occasionally when necessary,Almost everything,7-8 hrs,Almost always,1-5 hrs,Rarely,Very distracting,Good support,Difficult to manage,Mostly
8/28/2026 15:02,BUET,Neutral,Electrical and Electronic Engineering,,Somewhat different,12,3.2+,3.0+,Very satisfied,90% or more,More than 15 hrs,Mostly just before exams,Most of it,7-8 hrs,Sometimes,1-5 hrs,Never,Neither good nor bad,Strong support,Mostly manageable,Somewhat
8/28/2026 15:04,BUET,Very satisfied,Civil Engineering,,Not at all what I wanted,5,3.2+,3.9+,Neutral,75-89%,Less than 3 hrs,Consistent throughout the semester,A little,5-6 hrs,Sometimes,More than 15 hrs,Never,Mostly suitable,Good support,Completely unmanageable,Completely
8/28/2026 15:06,BUET,Very satisfied,Mechanical Engineering,,"Yes, exactly what I wanted",3,3.5+,3.9+,Very dissatisfied,90% or more,11-15 hrs,Mostly just before exams,Almost nothing,Less than 5 hrs,Almost always,6-10 hrs,Almost every day,Excellent for focused study,Strong support,Very healthy and balanced,Mostly
8/28/2026 15:10,BUET,Very satisfied,Electrical and Electronic Engineering,,Close to what I wanted,3,3.75+,3.9+,Neutral,75-89%,More than 15 hrs,Consistent throughout the semester,Almost nothing,6-7 hrs,Almost always,11-15 hrs,Never,Very distracting,Good support,Average,Completely
8/28/2026 15:12,BUET,Neutral,Computer Science and Engineering,,Close to what I wanted,6,3.5+,3.2+,Very satisfied,75-89%,Less than 3 hrs,Consistent throughout the semester,A little,7-8 hrs,Sometimes,More than 15 hrs,Often,Somewhat distracting,Strong support,Difficult to manage,Somewhat
8/28/2026 15:15,BUET,Neutral,Civil Engineering,,Not at all what I wanted,4,Below,3.0+,Very satisfied,60-74%,11-15 hrs,Mostly consistent routine,About half,5-6 hrs,Almost always,None,Rarely,Neither good nor bad,Some support,Average,Completely
8/28/2026 15:19,BUET,Very satisfied,Mechanical Engineering,,Mostly different,7,Below,Below,Satisfied,75-89%,3-6 hrs,Occasionally when necessary,A little,5-6 hrs,Rarely,11-15 hrs,Never,Excellent for focused study,Very little support,Very healthy and balanced,Slightly
8/28/2026 15:21,BUET,Satisfied,Mechanical Engineering,,Mostly different,5,3.2+,3.75+,Very satisfied,60-74%,Less than 3 hrs,Occasionally when necessary,A little,7-8 hrs,Never,11-15 hrs,Sometimes,Neither good nor bad,Good support,Mostly manageable,Mostly
8/28/2026 15:25,BUET,Very satisfied,Civil Engineering,,"Yes, exactly what I wanted",5,3.9+,3.0+,Satisfied,90% or more,More than 15 hrs,Regularly but not every day,Almost nothing,6-7 hrs,Often,11-15 hrs,Rarely,Excellent for focused study,Some support,Average,Somewhat
8/28/2026 15:28,BUET,Very satisfied,Electrical and Electronic Engineering,,Mostly different,1,3.75+,3.0+,Very satisfied,60-74%,7-10 hrs,Consistent throughout the semester,Most of it,7-8 hrs,Never,1-5 hrs,Often,Very distracting,Some support,Difficult to manage,Completely
8/28/2026 15:31,BUET,Satisfied,Computer Science and Engineering,,Mostly different,1,3.5+,3.0+,Satisfied,60-74%,11-15 hrs,Occasionally when necessary,Most of it,6-7 hrs,Almost always,1-5 hrs,Almost every day,Excellent for focused study,Strong support,Average,Mostly
8/28/2026 15:33,BUET,Neutral,Computer Science and Engineering,,Mostly different,5,3.9+,Below,Satisfied,90% or more,11-15 hrs,Mostly just before exams,About half,More than 8 hrs,Often,More than 15 hrs,Sometimes,Excellent for focused study,Very little support,Average,Somewhat
8/28/2026 15:36,BUET,Very satisfied,Civil Engineering,,Not at all what I wanted,6,3.5+,3.5+,Neutral,60-74%,Less than 3 hrs,Regularly but not every day,Almost everything,5-6 hrs,Almost always,6-10 hrs,Sometimes,Very distracting,No support,Completely unmanageable,Completely
8/28/2026 15:39,BUET,Satisfied,Electrical and Electronic Engineering,,Close to what I wanted,11,Below,3.75+,Very satisfied,60-74%,More than 15 hrs,Occasionally when necessary,Almost nothing,5-6 hrs,Almost always,More than 15 hrs,Rarely,Excellent for focused study,Very little support,Difficult to manage,Mostly
8/28/2026 15:42,BUET,Very satisfied,Mechanical Engineering,,Not at all what I wanted,5,3.75+,Below,Very satisfied,75-89%,More than 15 hrs,Regularly but not every day,Most of it,Less than 5 hrs,Sometimes,11-15 hrs,Never,Excellent for focused study,Some support,Completely unmanageable,Mostly
8/28/2026 15:45,BUET,Satisfied,Mechanical Engineering,,Somewhat different,5,3.5+,3.5+,Neutral,90% or more,7-10 hrs,Regularly but not every day,About half,5-6 hrs,Sometimes,None,Rarely,Somewhat distracting,Good support,Mostly manageable,Slightly
8/28/2026 15:47,BUET,Satisfied,Electrical and Electronic Engineering,,Not at all what I wanted,10,3.2+,3.2+,Very dissatisfied,75-89%,3-6 hrs,Regularly but not every day,Most of it,Less than 5 hrs,Never,11-15 hrs,Almost every day,Somewhat distracting,No support,Completely unmanageable,Slightly
9/3/2026 18:41,BRAC UNI,Neutral,Computer Science and Engineering,Already Listed,"Yes, exactly what I wanted",11,Below,Below,Very dissatisfied,90% or more,Less than 3 hrs,Mostly just before exams,A little,6-7 hrs,Rarely,None,Almost every day,Mostly suitable,Good support,Difficult to manage,Slightly
